wall_time,room_id,e2e_send_ts,e2e_consumer_done_ts,e2e_sink_arrival_ts,e2e_total_latency_ms,e2e_producer_to_consumer_ms,e2e_consumer_to_sink_ms,topic
1776723130.378,room_08,1776723130.375,1776723130.377,1776723130.378,3.08,1.54,1.539,room_alerts_mp
1776723131.38,room_09,1776723131.377,1776723131.379,1776723131.38,3.36,1.45,1.91,room_alerts_mp
1776723132.443,room_10,1776723132.378,1776723132.434,1776723132.443,64.979,55.45,9.534,room_alerts_mp
1776723133.385,room_11,1776723133.382,1776723133.383,1776723133.385,3.126,1.48,1.643,room_alerts_mp
1776723134.393,room_12,1776723134.386,1776723134.392,1776723134.393,7.14,5.52,1.62,room_alerts_mp
1776723135.392,room_13,1776723135.389,1776723135.391,1776723135.392,2.886,1.58,1.304,room_alerts_mp
1776723136.393,room_14,1776723136.389,1776723136.391,1776723136.393,3.762,1.49,2.269,room_alerts_mp
1776723137.394,room_15,1776723137.391,1776723137.393,1776723137.394,2.771,1.42,1.347,room_alerts_mp
1776723138.396,room_01,1776723138.392,1776723138.394,1776723138.396,3.39,1.47,1.918,room_alerts_mp
1776723139.402,room_02,1776723139.394,1776723139.4,1776723139.402,7.466,5.56,1.906,room_alerts_mp
1776723140.405,room_03,1776723140.396,1776723140.4,1776723140.405,9.02,3.81,5.212,room_alerts_mp
1776723141.401,room_04,1776723141.398,1776723141.4,1776723141.401,2.945,1.45,1.497,room_alerts_mp
1776723142.405,room_05,1776723142.4,1776723142.403,1776723142.405,4.886,3.64,1.248,room_alerts_mp
1776723143.404,room_06,1776723143.401,1776723143.403,1776723143.404,3.069,1.4,1.673,room_alerts_mp
1776723144.409,room_07,1776723144.403,1776723144.406,1776723144.409,6.382,3.63,2.751,room_alerts_mp
1776723145.446,room_08,1776723145.407,1776723145.441,1776723145.446,38.53,34.46,4.069,room_alerts_mp
1776723146.412,room_09,1776723146.409,1776723146.411,1776723146.412,2.682,1.33,1.349,room_alerts_mp
1776723147.413,room_10,1776723147.41,1776723147.412,1776723147.413,2.888,1.47,1.417,room_alerts_mp
1776723148.415,room_11,1776723148.411,1776723148.413,1776723148.415,3.17,1.47,1.705,room_alerts_mp
1776723149.416,room_12,1776723149.413,1776723149.414,1776723149.416,2.917,1.45,1.469,room_alerts_mp
1776723150.92,room_13,1776723150.414,1776723150.419,1776723150.92,506.477,5.26,501.215,room_alerts_mp
1776723151.418,room_14,1776723151.415,1776723151.417,1776723151.418,3.29,1.36,1.928,room_alerts_mp
1776723152.422,room_15,1776723152.416,1776723152.421,1776723152.422,6.003,4.79,1.212,room_alerts_mp
1776723153.425,room_01,1776723153.418,1776723153.424,1776723153.425,7.297,5.7,1.601,room_alerts_mp
