wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776760345.271,room_09,1776760345.258,1776760345.271,13.663,room_temperature_mp
1776760345.362,room_10,1776760345.36,1776760345.362,2.325,room_temperature_mp
1776760345.464,room_11,1776760345.461,1776760345.464,2.639,room_temperature_mp
1776760345.564,room_12,1776760345.562,1776760345.564,2.175,room_temperature_mp
1776760345.669,room_13,1776760345.663,1776760345.669,5.42,room_temperature_mp
1776760345.774,room_14,1776760345.765,1776760345.774,8.896,room_temperature_mp
1776760345.971,room_01,1776760345.969,1776760345.971,2.483,room_temperature_mp
1776760345.973,room_15,1776760345.867,1776760345.973,105.619,room_temperature_mp
1776760346.072,room_02,1776760346.07,1776760346.072,2.213,room_temperature_mp
1776760346.174,room_03,1776760346.172,1776760346.174,2.017,room_temperature_mp
1776760346.276,room_04,1776760346.274,1776760346.276,2.251,room_temperature_mp
1776760346.382,room_05,1776760346.375,1776760346.382,6.633,room_temperature_mp
1776760346.482,room_06,1776760346.476,1776760346.482,6.353,room_temperature_mp
1776760346.58,room_07,1776760346.577,1776760346.58,2.46,room_temperature_mp
1776760346.68,room_08,1776760346.678,1776760346.68,2.26,room_temperature_mp
1776760346.782,room_09,1776760346.779,1776760346.782,2.383,room_temperature_mp
1776760346.883,room_10,1776760346.88,1776760346.883,2.764,room_temperature_mp
1776760346.983,room_11,1776760346.981,1776760346.983,1.939,room_temperature_mp
1776760347.083,room_12,1776760347.082,1776760347.083,1.647,room_temperature_mp
1776760347.185,room_13,1776760347.183,1776760347.185,2.203,room_temperature_mp
1776760347.286,room_14,1776760347.284,1776760347.286,2.297,room_temperature_mp
1776760347.388,room_15,1776760347.385,1776760347.388,2.962,room_temperature_mp
1776760347.49,room_01,1776760347.487,1776760347.49,2.851,room_temperature_mp
1776760347.591,room_02,1776760347.589,1776760347.591,2.346,room_temperature_mp
1776760347.692,room_03,1776760347.69,1776760347.692,2.22,room_temperature_mp
1776760347.795,room_04,1776760347.791,1776760347.795,3.532,room_temperature_mp
1776760347.894,room_05,1776760347.892,1776760347.894,2.584,room_temperature_mp
1776760347.999,room_06,1776760347.993,1776760347.999,6.346,room_temperature_mp
1776760348.097,room_07,1776760348.095,1776760348.097,2.161,room_temperature_mp
1776760348.199,room_08,1776760348.196,1776760348.199,2.576,room_temperature_mp
1776760348.3,room_09,1776760348.298,1776760348.3,2.36,room_temperature_mp
1776760348.402,room_10,1776760348.4,1776760348.402,2.391,room_temperature_mp
1776760348.51,room_11,1776760348.505,1776760348.51,4.452,room_temperature_mp
1776760348.609,room_12,1776760348.606,1776760348.609,2.604,room_temperature_mp
1776760348.709,room_13,1776760348.707,1776760348.709,2.339,room_temperature_mp
1776760348.812,room_14,1776760348.81,1776760348.812,2.181,room_temperature_mp
1776760348.916,room_15,1776760348.914,1776760348.916,2.289,room_temperature_mp
1776760349.017,room_01,1776760349.015,1776760349.017,2.26,room_temperature_mp
1776760349.119,room_02,1776760349.116,1776760349.119,2.837,room_temperature_mp
1776760349.223,room_03,1776760349.218,1776760349.223,4.911,room_temperature_mp
1776760349.322,room_04,1776760349.32,1776760349.322,2.486,room_temperature_mp
1776760349.43,room_05,1776760349.424,1776760349.43,6.08,room_temperature_mp
1776760349.528,room_06,1776760349.525,1776760349.528,2.671,room_temperature_mp
1776760349.628,room_07,1776760349.626,1776760349.628,2.281,room_temperature_mp
1776760349.73,room_08,1776760349.728,1776760349.73,1.929,room_temperature_mp
1776760349.835,room_09,1776760349.833,1776760349.835,1.945,room_temperature_mp
1776760349.941,room_10,1776760349.939,1776760349.941,2.448,room_temperature_mp
1776760350.044,room_11,1776760350.041,1776760350.044,2.48,room_temperature_mp
1776760350.15,room_12,1776760350.145,1776760350.15,5.009,room_temperature_mp
1776760350.254,room_13,1776760350.249,1776760350.254,4.993,room_temperature_mp
1776760350.353,room_14,1776760350.351,1776760350.353,1.986,room_temperature_mp
1776760350.457,room_15,1776760350.452,1776760350.457,4.442,room_temperature_mp
1776760350.563,room_01,1776760350.556,1776760350.563,6.845,room_temperature_mp
1776760350.664,room_02,1776760350.659,1776760350.664,5.044,room_temperature_mp
1776760350.771,room_03,1776760350.765,1776760350.771,5.63,room_temperature_mp
