wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776759649.785,room_07,1776759649.783,1776759649.785,2.297,room_temperature_mp
1776759649.885,room_08,1776759649.883,1776759649.885,2.367,room_temperature_mp
1776759649.991,room_09,1776759649.987,1776759649.991,4.635,room_temperature_mp
1776759650.09,room_10,1776759650.088,1776759650.09,2.064,room_temperature_mp
1776759650.192,room_11,1776759650.19,1776759650.192,2.247,room_temperature_mp
1776759650.293,room_12,1776759650.291,1776759650.293,2.607,room_temperature_mp
1776759650.398,room_13,1776759650.391,1776759650.398,6.342,room_temperature_mp
1776759650.499,room_14,1776759650.493,1776759650.499,5.917,room_temperature_mp
1776759650.599,room_15,1776759650.596,1776759650.599,2.84,room_temperature_mp
1776759650.701,room_01,1776759650.698,1776759650.701,2.793,room_temperature_mp
1776759650.806,room_02,1776759650.801,1776759650.806,5.243,room_temperature_mp
1776759650.912,room_03,1776759650.908,1776759650.912,4.627,room_temperature_mp
1776759651.014,room_04,1776759651.011,1776759651.014,2.772,room_temperature_mp
1776759651.119,room_05,1776759651.115,1776759651.119,3.935,room_temperature_mp
1776759651.225,room_06,1776759651.222,1776759651.225,3.021,room_temperature_mp
1776759651.326,room_07,1776759651.324,1776759651.326,2.448,room_temperature_mp
1776759651.432,room_08,1776759651.426,1776759651.432,6.114,room_temperature_mp
1776759651.529,room_09,1776759651.527,1776759651.529,2.329,room_temperature_mp
1776759651.637,room_10,1776759651.633,1776759651.637,4.26,room_temperature_mp
1776759651.742,room_11,1776759651.736,1776759651.742,5.141,room_temperature_mp
1776759651.844,room_12,1776759651.839,1776759651.844,5.067,room_temperature_mp
1776759651.949,room_13,1776759651.944,1776759651.949,5.208,room_temperature_mp
1776759652.047,room_14,1776759652.044,1776759652.047,2.299,room_temperature_mp
1776759652.152,room_15,1776759652.147,1776759652.152,4.426,room_temperature_mp
1776759652.261,room_01,1776759652.248,1776759652.261,13.052,room_temperature_mp
1776759652.355,room_02,1776759652.352,1776759652.355,2.417,room_temperature_mp
1776759652.461,room_03,1776759652.457,1776759652.461,4.243,room_temperature_mp
1776759652.562,room_04,1776759652.559,1776759652.562,3.352,room_temperature_mp
1776759652.667,room_05,1776759652.661,1776759652.667,6.554,room_temperature_mp
1776759652.769,room_06,1776759652.765,1776759652.769,4.304,room_temperature_mp
1776759652.867,room_07,1776759652.865,1776759652.867,2.153,room_temperature_mp
1776759652.969,room_08,1776759652.967,1776759652.969,2.236,room_temperature_mp
1776759653.071,room_09,1776759653.068,1776759653.071,2.394,room_temperature_mp
1776759653.174,room_10,1776759653.17,1776759653.174,4.294,room_temperature_mp
1776759653.279,room_11,1776759653.273,1776759653.279,5.96,room_temperature_mp
1776759653.379,room_12,1776759653.374,1776759653.379,4.488,room_temperature_mp
1776759653.48,room_13,1776759653.476,1776759653.48,4.083,room_temperature_mp
1776759653.58,room_14,1776759653.578,1776759653.58,2.256,room_temperature_mp
1776759653.684,room_15,1776759653.682,1776759653.684,2.569,room_temperature_mp
1776759653.788,room_01,1776759653.783,1776759653.788,5.112,room_temperature_mp
1776759653.896,room_02,1776759653.893,1776759653.896,3.815,room_temperature_mp
1776759653.999,room_03,1776759653.994,1776759653.999,4.591,room_temperature_mp
1776759654.099,room_04,1776759654.097,1776759654.099,1.906,room_temperature_mp
1776759654.201,room_05,1776759654.199,1776759654.201,2.422,room_temperature_mp
1776759654.302,room_06,1776759654.3,1776759654.302,2.238,room_temperature_mp
1776759654.406,room_07,1776759654.404,1776759654.406,2.433,room_temperature_mp
1776759654.51,room_08,1776759654.505,1776759654.51,4.972,room_temperature_mp
